Nom;Catégorie;Lieu;Description 1;Description 2;Description 3;Description 4;Description 5;Site web;URL Photos;THUMB_URL;Longitude LB93;Latitude LB93;geo_shape;geo_point_2d;photos
Edwige Feullière;77 Illustres Parisiennes;16 avenue de la Bourdonnais;Edwige Feuillère vit au 16 avenue de la Bourdonnais de 1937 à 1970.;Actrice de cinéma et comédienne au théâtre, fidèle amie de Jean Marais, elle enregistre à son palmarès une soixantaine de films de 1931 à 1974.;Mais c’est au théâtre qu’elle s’illustre le plus, muse de Paul Claudel, elle incarne Ysé dans sa pièce « Partage de midi ».;Elle reçoit en 1992 le titre de Grand officier de la Légion d’Honneur et un an plus tard, un Molière d'honneur pour l'ensemble de sa carrière.;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Edwige_Feuillere.jpg;648407.4183;6862407.4958;"{""coordinates"": [2.296802000146254, 48.85963500025135], ""type"": ""Point""}";48.8596350003,2.29680200015;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/66c184cc20eaa0362c251910e8ecb89c
Irène Joliot-Curie;77 Illustres Parisiennes;26 rue d’ULM;Au 26 rue d'ULM, le couple Joliot-Curie fait la découverte de la fission nucléaire et remporte un prix Nobel de chimie en 1935.;Irène fait partie des premières femmmes memebres du Front Populaire comme sous-secrétaire d'État aux recherches scientifiques.;La chimiste milite pour les droits des femmes, s'engage en 1946 au sein de l'union des femmes françaises.;L'académie des sciences refuse par quatre fois de lui accorder un siège.;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Irene_Joliot_Curie.jpg;651907.6382;6860587.3104;"{""coordinates"": [2.344713000134576, 48.84353699994517], ""type"": ""Point""}";48.8435369999,2.34471300013;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/806493a60732c64d7da081bfcf5cfae1
Tamara de Lempîcka;Artistes;7 rue Méchain;Tamara de Lempicka est une peintre Art-déco du 19è siècle, dont les toiles illustrent la volonté d'émancipation des femmes.;Elle habitait au 7 rue Méchain qui était également son atelier de création.;Mariée à un baron et lesbienne assumée elle est connue pour ses frasques, ses dépenses somptueuses, sa vie théâtrale et mondaine.Elle tombe dans l'oubli jusque dans les années 70 moment où l'on redécouvre l'art déco.;"Madonna utilise une de ses toile intitulée ""Andromède"" dans son clip Open Your eyes";;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Tamara_de_Lempicka.jpg;651591.3817;6859699.9213;"{""coordinates"": [2.34050500066706, 48.835532999824736], ""type"": ""Point""}";48.8355329998,2.34050500067;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/e205b5d2d2123b7dc49be98c6abab4f3
Justine Piluso;Cheffes;59 Rue Letellier;Classé en tête des meilleur restaurant parisiens, les cuisines du restaurant Le Cappiello sont tenues par Justine Piluso depuis janvier 2017.;Justine Piluso formée en cuisine à l'institut Bocuse propose des plats à bases de produits frais et une cuisine simple dans son restaurant qu'elle considère comme bistrot de quartier.;A moins de 30ans la cheffe séduit les parisiens et les touristes voulant découvrir Paris hors des sentiers battus.;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/NoPhoto.png;648545.9209;6861000.0405;"{""coordinates"": [2.29885999986882, 48.84698899971501], ""type"": ""Point""}";48.8469889997,2.29885999987;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/58ac627c790ecd94e05883c83a2c9111
Eugénie Cotton;Scientifiques;Square Eugénie-Cotton, 19e;Élève de Marie Curie à l'école normale supérieure de jeunes filles, Eugénie Cotton est reçue première au concours féminin de l'agrégation des sciences physiques et naturelles en 1904.;Docteure en sciences physiques et maîtresse de recherche pour le CNRS, elle sera finalement directrice de l'école normale supérieure de jeunes filles en 1936.;Eugénie Cotton est également connue pour ses engagement en résistance, mise en retraite par la Gestapo en 1941, elle fonde l'Union des femmes françaises et est présidente de la fédération démocratique internationale des femmes en 1945.;Vice-présidente du conseil mondial pour la paix, elle consacrera à ce conseil ses derniers écrits.;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Eugenie_Cotton.jpg;655550.9115;6864467.0787;"{""coordinates"": [2.393947000021767, 48.87868900019107], ""type"": ""Point""}";48.8786890002,2.39394700002;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/48e965e36a725c678e7b6756533cfa1c
Nikki de St Phalle;77 Illustres Parisiennes;Fontaine Stravinksy;Artiste peintre, plasticienne et sculptrice franco-américaine Nikki de St Phalle est membre du groupe des Nouveaux réalistes.;"Elle devient mondialement connue avec ses tableaux de la collection ""Tir"", série de tableaux en peinture et plâtre réalisée dans les années 60 .";En 1971 elle se marie avec Jean Tinguely et réalise avec lui la Fontaine Stravinsky créée dans le cadre de la construction du Centre Pompidou.;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Niki_de_Saint_Phalle.jpg;652418.9436;6862361.3722;"{""coordinates"": [2.351480999531029, 48.8595289999801], ""type"": ""Point""}";48.859529,2.35148099953;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/4872f29e82961b2ff2ce79b15af565d2
Sonia Delaunay;77 Illustres Parisiennes;16, rue de St-Simon;Artiste peintre d’origine ukrainienne, Sonia Delaunay et son mari Robert vécurent et créèrent au 16 rue de St-Simon.;Le fauvisme inspire ses premières créations avec notamment le célèbre tableau « Philomène » conservé aujourd’hui au centre Pompidou.;Artiste reconnue de son vivant Sonia Delaunay se verra offrir une rétrospective de son œuvre au musée du Louvre en 1964 et la distinction d’officier de la Légion d’honneur en 1975.;Elle laisse après sa mort en 1979 une œuvre riche comprenant aussi bien des tableaux, des tissus imprimés, des livres d'artistes, des robes de haute couture, des objets d’art… Sonia Delaunay se disait incapable de définir sa forme d’art, discriminée par les critiques d’art de l’époque moderne, le style Delaunay est aujourd’hui mondialement reconnu.;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Sonia_Delaunay.jpg;650365.0305;6861975.7308;"{""coordinates"": [2.323533000060515, 48.85590600027075], ""type"": ""Point""}";48.8559060003,2.32353300006;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/3dfde3fb67fe9748cf74176b9e1fb63f
Christelle Brua;77 Illustres Parisiennes;55 Rue du Faubourg Saint-Honoré;Après avoir été meilleure pâtissière de l’année en 2009, elle est sacrée meilleure pâtissière au monde en 2018.;Christelle Brua dévoile ses talents au Pré Catalan, 3 étoiles au Michelin et signe la carte avec sa pâtisserie signature “la pomme en sucre soufflé”.;Christelle Brua est aussi une cheffe engagée pour la reconnaissance des femmes dans les cuisines, elle est impliquée également contre l'anorexie ou la pédophilie dans le milieu du sport.;Elle intègre le prestigieux Palais de l'Élysée en mai 2019”.;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/NoPhoto.png;649895.8936;6863617.2978;"{""coordinates"": [2.316945999496131, 48.87063199996964], ""type"": ""Point""}";48.870632,2.3169459995;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/58ac627c790ecd94e05883c83a2c9111
Gertrude Stein;77 Illustres Parisiennes;27, rue de Fleurus;Au 27 rue de Fleurus, vécut Gertrude Stein avec son frère puis avec Alice B.Toklas, c'est ce qu'indique la plaque commémorative sur la façade du bâtiment.;Gertrude Stein est une poétesse et dramaturge américaine reconnue et vécut la majeure partie de sa vie en France, à Paris.;"Elle accueille ici ses amis de la poésie dont Hemingway, Francis Scott Fitzgerald, Ezra Pound et invente le terme de ""génération perdue"" pour les définir...";et fut le modèle de Picasso pour un portrait qui nécessitera 90 séances de pose.;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Gertrude_Stein.jpg;650781.6691;6860973.8362;"{""coordinates"": [2.329327000081706, 48.84692800043874], ""type"": ""Point""}";48.8469280004,2.32932700008;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/9627a5a29b83385e154ad492b837ed24
Germaine Poinso-Chapuis;77 Illustres Parisiennes;14 avenue Duquesne;Avocate de profession, Germaine Poinso-Chapuis s’engage en résistance avec le Mouvement de libération nationale.;Après la Libération, elle sera en 1947 la première femme ministre française, nommée à la Santé Publique ici au 14 avenue Duquesne.;Elle demeure la seule à exercer cette fonction de 1947 à 1948 jusqu'à Simone Veil en 1974;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Germaine_Poinso_Chapuis.jpg;649302.5808;6861562.9301;"{""coordinates"": [2.30910300009517, 48.85211099984919], ""type"": ""Point""}";48.8521109998,2.3091030001;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/c5ff37c5cb863321e8ab409e4a4f328e
Émilie du Chatelet;77 Illustres Parisiennes;2 rue St-Louis-en-île;Résidente du 2 rue St-Louis-en-île, Émilie du Châtelet est une des premières femmes d'influence en matière de mathématiques, elle sera aussi femme de lettre, physicienne et traductrice.;Elle est reconnue pour avoir traduit en français les principes mathématiques de Newton, et pour avoir contribué à l'oeuvre de Leibniz.;Crée en 2006 l'institut Émilie du châtelet, rattaché au musée de l'Homme de Paris, est le premier institut de recherche ayant pour but de développer et diffuser les recherches sur les femmes, le genre et le sexe.;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Emilie_du_Chatelet.jpg;652993.0621;6861391.482;"{""coordinates"": [2.359412999472627, 48.85084899955612], ""type"": ""Point""}";48.8508489996,2.35941299947;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/d18620523ec4e43fcff09790047e73ea
Yvette Chauviré;77 Illustres Parisiennes;Square Yvette chauviré 15e;Anciennement nommé le square de la place du commerce, ce lieu changea de nom pour porter celui d'Yvette Chauviré qui habitait un immeuble situé autour de la place.;Illustre danseuse étoile, Yvette Chauviré entre à l'Opéra de Paris dès ses 10ans et passe de première danseuse à danseuse étoile en peu de temps elle est considérée comme le plus grande danseuse étoile française.;La danse sera sa vie, après avoir quitté la scène elle sera maîtresse de ballet à l'Opéra de Paris et s'éteindra à l'âge de 99 ans, sa tombe se situe au père-Lachaise.;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Yvette_Chauvire.jpg;648115.0985;6860784.4876;"{""coordinates"": [2.293016000176786, 48.84501599971959], ""type"": ""Point""}";48.8450159997,2.29301600018;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/8feddebd7605560877e5e4fb3757cd59
Marie Vassilieff;Artistes;Villa Vassilieff;La peintre et sculptrice russe Marie Vassilieff, ancienne élève d’Henri Matisse,installe son atelier et académie, la Villa Vassilieff, dans le 14è arrondissement.;Un atelier qu’elle n’hésite pas à transformer en joyeuse cantine dans les années 1920, pour soutenir des artistes alors sans le sou… comme Picasso, Modigliani, Soutine, Léger ou Chagall.;;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/marie_vassilieff.jpg;650147.5933;6860591.6204;"{""coordinates"": [2.32073199982095, 48.84344200039682], ""type"": ""Point""}";48.8434420004,2.32073199982;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/b6f0db5fefb857bee6aae81533f1e00a
Christiane-Desroches-Noblecourt;77 Illustres Parisiennes;Jardin Christiane-Desroches-Noblecourt, 16e;L'ancien jardin de la place Rodin a été renommé en 2016, le jardin Christiane-Desroches-Noblecourt en hommage à l'archéologue et égyptologue française Christiane-Desroches-Noblecourt.;Après avoir fait ses études à l'école du Louvre, elle est nommée première femme au poste de pensionnaire de l'institut français d'archéologie orientale, et sera également la première femme à diriger des fouilles sur le site d'Edfou en 1938.;Pendant la seconde guerre mondiale, elle s'engage en résistance afin de protéger et cacher les œuvres du département des antiquités egyptiennes du musée du louvre.;Elle sera professeure au musée du Louvre jusqu'en 1982 et part en 1984 aménager la Vallée des Reines où une centaine de sépultures seront enregistrées.;La ville de Paris a tenu a lui rendre hommage avec ce jardin dans le 16ème arrondissement, quartier où est née Christiane-Desroches-Noblecourt.;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Christiane_DESROCHES_NOBLECOURT.jpg;646488.283;6861708.2226;"{""coordinates"": [2.270733999337574, 48.85318999979046], ""type"": ""Point""}";48.8531899998,2.27073399934;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/350ce2d385136d953457aeea330cf75e
Marie curie;77 Illustres Parisiennes;1 rue P&Marie Curie;Physicienne et chimiste Marie Curie mène des recherches sur un nouveau phénomène qu’elle nommera radioactivité.;Ses recherches mèneront également à la découverte de deux nouveaux éléments le radium et le polonium avec son mari Pierre Curie.;Après avoir reçu le prix Nobel de physique en 1903, elle remplacera son mari mort à la Sorbonne comme professeure de physique, et sera la première femme à donner des cours à des étudiants.;En 1911, elle décroche le Nobel de Chimie, elle repose aujourd’hui avec son mari au Panthéon.;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Marie_Curie.jpg;651926.7858;6860674.7752;"{""coordinates"": [2.344963999528176, 48.84432499980452], ""type"": ""Point""}";48.8443249998,2.34496399953;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/7f09975a3df6d704f03d33898440debc
Agnès Varda;Artistes;86, rue Daguerre;Agnès Varda a posé ses valises rue Daguerre en 1951.;Elle y installa son studio de photographie, avant de devenir réalisatrice et artiste plasticienne.;Dans les années 60, elle fera partie des cinéastes se différenciant des artistes de la Nouvelle vague de par ses idées sociologiques et politiques de la Rive Gauche.;Elle passera sa vie entre le 86 rue Daguerre et les États-Unis.;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Agnes_Varda.jpg;650431.4979;6859743.5289;"{""coordinates"": [2.324699000046995, 48.835837000413804], ""type"": ""Point""}";48.8358370004,2.32469900005;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/eaa9d28208d8ff6de99822cf9ab7d4a0
Christelle Brua;Cheffes;55 Rue du Faubourg Saint-Honoré;Après avoir été meilleure pâtissière de l’année en 2009, elle est sacrée meilleure pâtissière au monde en 2018.;Christelle Brua dévoile ses talents au Pré Catalan, 3 étoiles au Michelin et signe la carte avec sa pâtisserie signature “la pomme en sucre soufflé”.;Christelle Brua est aussi une cheffe engagée pour la reconnaissance des femmes dans les cuisines, elle est impliquée également contre l'anorexie ou la pédophilie dans le milieu du sport.;Elle intègre le prestigieux Palais de l'Élysée en mai 2019”.;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/NoPhoto.png;649895.8936;6863617.2978;"{""coordinates"": [2.316945999496131, 48.87063199996964], ""type"": ""Point""}";48.870632,2.3169459995;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/58ac627c790ecd94e05883c83a2c9111
Françoise Sagan;Femmes de lettres;34, rue Guynemer;Dans cet appartement, face au jardin du Luxembourg Françoise Sagan, détestant la solitude et grande généreuse organisait des réceptions où elle invitait ses amis Orson Welles, Ava Gardner ou encore Georges Pompidou.;Devenue célébre avec son premier roman, Bonjour tristesse en 1954 alors qu'elle n'a que 18ans, Françoise Sagan connait un destin de grande écrivaine et dramaturge avec plus d'une cinquantaine de romans, de nouvelles, de pièces de théâtre et de chansons.;;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Françoise_Sagan.jpg;650996.2757;6860871.3831;"{""coordinates"": [2.332263000115588, 48.846022999671405], ""type"": ""Point""}";48.8460229997,2.33226300012;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/b3424c26ae500ff6f881a06574b2d1cd
Louise Michel;Politiques;Square Montmartre;Clémence-Louise Michel est l’une des figures majeures de la commune de Paris, elle était institutrice mais aussi militante anarchiste aux idées féministes.;Pendant les événements de la Commune, elle anime le « club de la Révolution » à l’église St-Bernard de la Chapelle.;Propagandiste et garde au 61e au bataillon de Montmartre, elle se rend aux versaillais, elle ne sera pas exécutée mais déportée en 1873 en Nouvelle-Calédonie sur la presqu’île de Ducos.;Après 7ans de déportation à son retour à Paris elle reprend ses activités politiques et milite contre la peine de mort, pour le droit de grève, pour l’égalité entre les femmes et les hommes.;Le square en bas de la butte Montmartre rend hommage à cette femme politique infatigable.;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Louise_Michel.jpg;651891.9145;6865240.701;"{""coordinates"": [2.343972000565017, 48.885382999901395], ""type"": ""Point""}";48.8853829999,2.34397200057;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/2531c2b9503feea3cc7bfe45bd71797a
Nafissa Sid Cara;Politiques;78 rue de lille;Première femme musulmane du gouvernement français.;"Nafissa Sid Cara est élue en 1958 en tant que députée d'Alger à l'Assemble Nationale française et devient secrétaire d'Etat ""chargée des questions sociales en Algérie et de l'évolution du statut personnel de droit musulman"", à l'hôtel de Beauharnais, rue de Lille.";Elle y restera jusqu'au 14 avril 1962 où elle oeuvre à la promotion des femmes musulmanes.;Par la suite, elle sera inspectrice générale des affaires sociales jusqu'en 1975 et en 1979, membre de la commission nationale chargée de l'étude des problèmes des français musulmans.;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Nafissa_Sid_Cara.jpg;650286.7974;6862512.9381;"{""coordinates"": [2.322403999927159, 48.86073100038571], ""type"": ""Point""}";48.8607310004,2.32240399993;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/ed337e7f15fd4ca87a7e05113d0a523a
Anne de Rochechouart de Mortemart, duchesse d'Uzès;Sportives;76, avenue des Champs-Élysées;De 1880 à 1902 la pilote automobile Anne de Rochechouart, duchesse d'Uzès achète le somptueux hôtel d'Espagne, devenu pour l'occasion l'hôtel d'Uzès.;Avec ses amies Jeanne Schmahl et Juliette Adam, elle revendique le droit pour une femme mariée de toucher un salaire et d'en disposer librement, leur demande sera acceptée en 1907.;Anne de Rochechouart obtient le premier certificat de capacité féminin, le 12 mai 1898.;Elle est aussi la première femme à recevoir une amende de verbalisation pour excès de vitesse au volant de sa Delahaye.;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Duchesse_d_Uzes.jpg;648972.1938;6863684.9656;"{""coordinates"": [2.304346000616471, 48.87116799989368], ""type"": ""Point""}";48.8711679999,2.30434600062;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/c7e7d64f6848b42e3e465431103d5711
Roxana Maracineanu;77 Illustres Parisiennes;95 avenue de France;Roxana Maracineanu est une ancienne nageuse et femme politique française.;Elle remportera au cours de sa carrière de nageuse de nombreux titres dont celui de la première championne du monde française de natation en 1998 à Perth en Australie.;Après avoir pris sa retraite sportive, elle sera consultante à la radio et à la télévision avant d'entamer une carrière en politique.;Elle est aujourd'hui ministre des sports au 95 avenue de France.;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/NoPhoto.png;654330.9315;6858979.4875;"{""coordinates"": [2.377615931175141, 48.829298908219506], ""type"": ""Point""}";48.8292989082,2.37761593118;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/58ac627c790ecd94e05883c83a2c9111
Maryse Hilsz;77 Illustres Parisiennes;34 Rue Maryse Hilsz;Pionnière de l’aviation française et détentrice de nombreux records de vitesse et de distance, Maryse Hilsz est aussi une figure forte de la résistance pendant la seconde guerre mondiale.;Elle remporte par deux fois la coupe Hélène Boucher et se retrouve en tête de liste des femmes pilotes admises dans l’armée de l’air, et affectée au Groupe de liaisons aériennes ministérielles.;Décorée de la légion d’honneur, une rue de Paris lui rend hommage ainsi qu’un centre sportif.;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Maryse_Hilsz.jpg;656899.0107;6861601.1864;"{""coordinates"": [2.412618000090815, 48.85300799984143], ""type"": ""Point""}";48.8530079998,2.41261800009;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/fe4e076b36627d0429e42e26395272e1
Sonia Delaunay;Artistes;16, rue de St-Simon;Artiste peintre d’origine ukrainienne, Sonia Delaunay et son mari Robert vécurent et créèrent au 16 rue de St-Simon.;Le fauvisme inspire ses premières créations avec notamment le célèbre tableau « Philomène » conservé aujourd’hui au centre Pompidou.;Artiste reconnue de son vivant Sonia Delaunay se verra offrir une rétrospective de son œuvre au musée du Louvre en 1964 et la distinction d’officier de la Légion d’honneur en 1975.;Elle laisse après sa mort en 1979 une œuvre riche comprenant aussi bien des tableaux, des tissus imprimés, des livres d'artistes, des robes de haute couture, des objets d’art… Sonia Delaunay se disait incapable de définir sa forme d’art, discriminée par les critiques d’art de l’époque moderne, le style Delaunay est aujourd’hui mondialement reconnu.;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Sonia_Delaunay.jpg;650365.0305;6861975.7308;"{""coordinates"": [2.323533000060515, 48.85590600027075], ""type"": ""Point""}";48.8559060003,2.32353300006;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/3dfde3fb67fe9748cf74176b9e1fb63f
Edwige Feullière;Comédiennes;16 avenue de la Bourdonnais;Edwige Feuillère vit au 16 avenue de la Bourdonnais de 1937 à 1970.;Actrice de cinéma et comédienne au théâtre, fidèle amie de Jean Marais, elle enregistre à son palmarès une soixantaine de films de 1931 à 1974.;Mais c’est au théâtre qu’elle s’illustre le plus, muse de Paul Claudel, elle incarne Ysé dans sa pièce « Partage de midi ».;Elle reçoit en 1992 le titre de Grand officier de la Légion d’Honneur et un an plus tard, un Molière d'honneur pour l'ensemble de sa carrière.;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Edwige_Feuillere.jpg;648407.4183;6862407.4958;"{""coordinates"": [2.296802000146254, 48.85963500025135], ""type"": ""Point""}";48.8596350003,2.29680200015;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/66c184cc20eaa0362c251910e8ecb89c
Danielle Casanova;Politiques;44, rue le Peletier;Danielle Casanova s'engage en résistance au siège du parti au 44 rue le Peletier dès juin 1941, après la rupture du pacte germano-soviétique.;Elle est cadre des Jeunesses communistes, dirigeante de l'Union des jeunes filles de France, et est arrêtée en février 1942 par la Gestapo et la police de Vichy puis finalement déportée à Auschwitz où elle mourra en 1943.;"Elle écrit """"Je vous dis au revoir; j'embrasse tous ceux que j'aime.";N'ayez jamais le cœur serré en pensant à moi.;Je suis heureuse de cette joie que donne la haute conscience de n'avoir jamais failli et de sentir dans mes veines un sang impétueux et jeune.;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Danielle_Casanova.jpg;651590.0523;6864168.901;"{""coordinates"": [2.339977999392969, 48.87572199996999], ""type"": ""Point""}";48.875722,2.33997799939;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/0857c2754166cc5be741f3e45dc12fea
Lala Kaira;Sportives;19 bis, rue Pierre-Fontaine;Acrobate du cirque Fernando connue sous le nom de Miss Lala exécute des numéros de trapézistes, de femme-canon et de fil-fildefériste.;"Edmond de Goncourt la rencontre dans l'atelier Degas du 19bis, rue Pierre-Fontaine où il s'en inspire pour documenter son roman de 1878, ""Les Frères Zemganno"".";On peut la voir dans un tableau de Degas  de 1879, conservé à Londres à la National Gallery.;on la voit également suspendue à un trapèze portant un canon à la seule force de sa mâchoire sur une affiche de Jules Chéret pour les Folies-Bergères.;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Miss_Lala.jpg;651159.2757;6864830.3841;"{""coordinates"": [2.334028999752491, 48.881638000353824], ""type"": ""Point""}";48.8816380004,2.33402899975;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/aa151d764123fe725657a1ec571fd9b1
Tamara de Lempîcka;77 Illustres Parisiennes;7 rue Méchain;Tamara de Lempicka est une peintre Art-déco du 19è siècle, dont les toiles illustrent la volonté d'émancipation des femmes.;Elle habitait au 7 rue Méchain qui était également son atelier de création.;Mariée à un baron et lesbienne assumée elle est connue pour ses frasques, ses dépenses somptueuses, sa vie théâtrale et mondaine.Elle tombe dans l'oubli jusque dans les années 70 moment où l'on redécouvre l'art déco.;"Madonna utilise une de ses toile intitulée ""Andromède"" dans son clip Open Your eyes";;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Tamara_de_Lempicka.jpg;651591.3817;6859699.9213;"{""coordinates"": [2.34050500066706, 48.835532999824736], ""type"": ""Point""}";48.8355329998,2.34050500067;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/e205b5d2d2123b7dc49be98c6abab4f3
Eleonora Zuliani;77 Illustres Parisiennes;9 Rue Auguste Laurent;Trattoria italienne, il baccaro se situe entre place Voltaire et le Père Lachaise et est tenu par la cheffe Eleonora Zuliani.;Ex-architecte est l'ambassadrice de la cuisine de l'Italie du Nord et particulièrement du Frioul à Paris.;Eleonora nous fait voyager dans son pays d'origine par ses plats et vins typiquement italiens.;Baccaro signifie en dialecte vénitien taverne, bar à vin où on peut déguster des antipastis.;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/NoPhoto.png;654666.6318;6862081.9197;"{""coordinates"": [2.382145000669448, 48.85717800013563], ""type"": ""Point""}";48.8571780001,2.38214500067;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/58ac627c790ecd94e05883c83a2c9111
Colette;77 Illustres Parisiennes;9 rue Beaujolais 75001;Le palais-royal fut le lieu de résidence de l'écrivaine Colette qu'elle décrit comme une petite province dans Paris.;Colette est une femme de lettres française mais aussi actrice et journaliste.;Elle est la deuxième femme élue à l'académie Goncourt en 1945.;Féministe engagée elle œuvrera pour la liberté des femmes et écrits de nombreux ouvrages sur la bisexualité.;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Colette.jpg;651474.2232;6863099.4558;"{""coordinates"": [2.33852100010145, 48.86609600029738], ""type"": ""Point""}";48.8660960003,2.3385210001;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/39c38dd23bd7ab1a0c52f41ada564f17
Françoise Dolto;77 Illustres Parisiennes;13, rue Meilhac;"Psychanalyste des enfants en souffrance et pédiatre Françoise Dolto axe ses recherches autour de deux idées majeures ""l'enfant est une personne à part entière et un être de langage"".";En 1979, elle crée au 13 rue Meilhac la Maison verte avec cinq psychanalystes et éducateurs.;Le lieu se veut lieu d'accueil pour les enfants de moins de 4ans avec leurs parents ou tuteurs.;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Francoise_Dolto.jpeg;648518.833;6860776.2165;"{""coordinates"": [2.298517999671594, 48.8449740002689], ""type"": ""Point""}";48.8449740003,2.29851799967;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/eb4b062e72e780b70801b94c9db36df3
